,year,make,model,sub_model,city,state,mileage,price,exterior_color,interior_color,mpg_city,mpg_hwy,engine,transmission,drive_type,fuel_type,popular_feature,cpo,num_accident,usage_type,title,num_owner
7921,2017,Hyundai,Sonata,Plug-In Hybrid Base 2.0L,Costa Mesa,CA,30087,15488,Nocturne Black,Gray,99.47540983606564,88.36065573770493,2.0L Inline-4 Plug-In,Automatic,FWD,Plug-In,"['Navigation', 'Cruise Control', 'Backup Camera', 'Front Heated Seats', 'Blind Spot System', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
7922,2019,Toyota,Corolla,LE CVT,Newark,NJ,16932,12995,Classic Silver Metallic,Black,28.0,36.0,1.8L Inline-4 Gas,Automatic,FWD,Gas,[],False,0,Fleet or Mixed Use,Clean,2
7923,2018,Dodge,Journey,SE FWD,Bethany,OK,6880,14995,Pitch Black Clearcoat,Black,19.0,25.0,2.4L Inline-4 Gas,Automatic,FWD,Gas,['Cruise Control'],False,0,Fleet or Mixed Use,Clean,1
7924,2017,Chevrolet,Malibu,LT with 1LT,Edmonds,WA,31143,14421,Silver Ice Metallic,Jet Black,27.0,36.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Remote Engine Start', 'Backup Camera', 'Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
7925,2014,Ford,Focus,SE Sedan,Florence,SC,75294,7990,Tuxedo Black Metallic,Charcoal Black,26.0,36.0,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth']",False,1,Fleet or Mixed Use,Clean,4
7926,2013,Chevrolet,Suburban,1500 LT RWD,North Hollywood,CA,76986,13995,Silver Ice Metallic,Ebony,15.0,21.0,5.3L V-8 Gas,Automatic,RWD,Gas,"['Front Heated Seats', 'Cruise Control', 'Remote Engine Start', 'Bluetooth']",False,3,Personal or Rental Use,Clean,2
7927,2014,Kia,Forte,LX Sedan Automatic,Blue Springs,MO,80599,6577,Snow White Pearl,Black,25.0,36.0,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth']",False,1,Personal or Rental Use,Clean,2
7928,2012,MINI,Countryman,S FWD,Glendale,AZ,98054,6995,Light White,Carbon Black,26.0,32.0,1.6L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,[],False,0,Fleet or Mixed Use,Clean,5
7929,2019,Nissan,Sentra,SV CVT,Freehold,NJ,9544,12995,Brilliant Silver Metallic,Charcoal,29.0,37.0,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",True,0,Personal or Rental Use,Clean,1
7930,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Blue Springs,MO,24811,26950,Gray,Unknown,16.0,22.0,5.0L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,0
7931,2017,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Elkhorn,WI,35095,26800,Lightning Blue,Medium Earth Gray,17.0,23.0,2.7L V-6 Gas Turbocharged,Automatic,4WD,Gas,"['Navigation', 'Remote Engine Start', 'Backup Camera', 'Front Heated Seats', 'Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
7932,2016,Kia,Sorento,SX-Limited V6 AWD,Gardendale,AL,39353,21743,Snow White Pearl,Satin Black,17.0,23.0,3.3L V-6 Gas,Automatic,AWD,Gas,"['Moonroof', 'Navigation', 'Front Cooled Seats', 'Cruise Control', 'Backup Camera', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Remote Engine Start', 'Blind Spot System', 'Bluetooth']",False,2,Personal or Rental Use,Clean,1
7933,2019,Ram,1500,"Big Horn/Lone Star Quad Cab 6'4"" Box 4WD",Kansas City,KS,29009,27700,Billet Silver Metallic Clearcoat,Black,19.0,24.0,5.7L V-8 Gas,Automatic,4WD,Gas,"['Navigation', 'Cruise Control', 'Bluetooth', 'Remote Engine Start', 'Backup Camera']",True,0,Personal or Rental Use,Clean,1
7934,2011,Honda,Odyssey,EX-L,Sanford,FL,185500,5995,Silver/Gray,Gray,18.0,27.0,3.5L V-6 Gas,Automatic,FWD,Gas,"['Moonroof', 'Front Heated Seats', 'Backup Camera', 'Power Trunk/Liftgate', 'Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
7935,2010,Volkswagen,Passat,Komfort Sedan DSG,Richmond,TX,116411,4995,Candy White,Cornsilk Beige,22.0,31.0,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Moonroof', 'Cruise Control', 'Front Heated Seats', 'Bluetooth']",False,2,Personal or Rental Use,Clean,3
7936,2017,Ford,Escape,SE 4WD,Mesa,AZ,75917,13895,Gray,Charcoal Black,22.0,28.0,1.5L Inline-4 Gas Turbocharged,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,2
7937,2011,Honda,Accord,EX-L V6 Coupe Automatic,Tinley Park,IL,88270,9300,Crystal Black Pearl,Black,19.0,29.0,3.5L V-6 Gas,Automatic,FWD,Gas,[],False,0,Personal or Rental Use,Clean,1
7938,2003,Chevrolet,S-10,Base Extended Cab Standard Box 2WD Manual,Sacramento,CA,119949,3998,Summit White,Medium Gray,22.0,28.0,4.3L V-6 Gas,Automatic,RWD,Gas,[],False,0,Fleet or Mixed Use,Clean,1
7939,2014,Honda,Crosstour,EX-L V6 4WD,Jacksonville,NC,56447,14900,Black,Charcoal,19.0,28.0,3.5L V-6 Gas,Automatic,4WD,Gas,[],False,0,Fleet or Mixed Use,Clean,2
7940,2015,Ford,Super,"XLT Crew Cab 156"" 4WD",Delta,CO,73987,27595,White,Unknown,29.0,28.69876265466819,6.2L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
7941,2003,Volvo,V70,2.5L Turbo XC70 Automatic AWD,Tulsa,OK,132404,4995,Platinum Green Metallic,Graphite,18.0,25.0,2.5L Inline-5 Gas Turbocharged,Automatic,AWD,Gas,[],False,0,Personal or Rental Use,Clean,4
7942,2013,BMW,X3,xDrive28i AWD,Shrewsbury,NJ,116128,9190,Mineral Silver Metallic,Black,21.0,28.0,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,[],False,0,Personal or Rental Use,Clean,2
7943,2018,Toyota,Corolla,LE CVT,North Lauderdale,FL,39820,11999,Slate Metallic,Black,28.0,36.0,1.8L Inline-4 Gas,Automatic,FWD,Gas,[],False,2,Fleet or Mixed Use,Clean,3
7944,2017,Dodge,Journey,SXT FWD,Vallejo,CA,72641,10988,Vice White,Black,19.0,25.0,3.6L V-6 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth']",False,1,Fleet or Mixed Use,Clean,1
7945,2017,Toyota,Camry,SE I4 Automatic,Louisville,KY,35335,15950,Super White,Black,24.0,33.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,[],False,1,Personal or Rental Use,Clean,1
7946,2016,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Oak Park,MI,36815,24990,Black,Unknown,17.0,23.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
7947,2017,BMW,i3,94 Ah with Range Extender,Pleasanton,CA,46486,18245,Mineral Gray W/Bmw I Frozen Blue Accent,Deka Gray/Blue Highlight,99.47540983606564,88.36065573770493,0.6L Inline-2 Plug-In,Automatic,RWD,Plug-In,[],False,0,Personal or Rental Use,Clean,1
7948,2009,Ford,Fusion,SE 2.3L FWD,Fairfax,VA,122666,3965,Red**Aux Jack**,Gray,20.0,29.0,2.3L Inline-4 Gas,Manual,FWD,Gas,['Cruise Control'],False,1,Fleet or Mixed Use,Clean,3
7949,2018,Ford,Fusion,Hybrid Titanium FWD,Fort Worth,TX,51882,14995,Silver,Black,43.0,41.0,2.0L Inline-4 Hybrid,Automatic,FWD,Hybrid,[],False,0,Personal or Rental Use,Clean,1
7950,2019,Ford,Edge,Titanium AWD,Louisville,KY,31257,24712,Agate Black Metallic,Ebony,21.0,28.0,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,"['Power Trunk/Liftgate', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera', 'Front Heated Seats', 'Cruise Control', 'Lane Keep Assist', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
7951,2017,Toyota,RAV4,XLE FWD,West Palm Beach,FL,58341,14299,Super White,Black,23.0,30.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,[],False,1,Fleet or Mixed Use,Clean,1
7952,2019,Chevrolet,Equinox,LT with 1LT FWD,Kitty Hawk,NC,40381,17641,Cajun Red Tintcoat,Jet Black,26.0,32.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Power Trunk/Liftgate', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera', 'Front Heated Seats', 'Cruise Control', 'Lane Keep Assist', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
7953,2017,Ford,Escape,SE FWD,Newark,CA,34289,14750,Magnetic Metallic,Charcoal Black,23.0,30.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,1
7954,2017,Ford,Explorer,XLT 4WD,Upper Marlboro,MD,45451,24995,Magnetic Metallic,Ebony Black,16.0,23.0,3.5L V-6 Gas,Automatic,4WD,Gas,"['Moonroof', 'Navigation', 'Cruise Control', 'Backup Camera', 'Power Trunk/Liftgate', 'Remote Engine Start', 'Blind Spot System', 'Bluetooth']",False,0,Fleet or Mixed Use,Clean,1
7955,2005,Ford,F-150,FX4 Supercab 5.5' Box 4WD,Melrose Park,IL,96114,8995,Black,Black,14.0,18.0,5.4L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,2
7956,2014,Mercedes-Benz,C-Class,C 250 Sport Sedan RWD,Tampa,FL,79884,10733,Black,Unknown,22.0,31.0,1.8L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,[],False,0,Personal or Rental Use,Clean,5
7957,2016,Nissan,Sentra,SV CVT,Manassas,VA,65744,8438,Graphite Blue Metallic,Charcoal,29.0,38.0,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,2
7958,2017,Nissan,Rogue,SL AWD,Bowie,MD,81716,13900,Magnetic Black,Charcoal,25.0,32.0,2.5L Inline-4 Gas,Automatic,AWD,Gas,"['Moonroof', 'Navigation', 'Remote Engine Start', 'Blind Spot System', 'Bluetooth', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Cruise Control', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
7959,2016,Ford,C-Max,Energi SEL,Belleville,IL,59505,11786,Ruby Red Metallic Tinted Clearcoat,Charcoal Black,99.47540983606564,88.36065573770492,2.0L Inline-4 Plug-In,Automatic,FWD,Plug-In,"['Moonroof', 'Navigation', 'Cruise Control', 'Bluetooth', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
7960,2012,Jeep,Compass,Latitude 4WD,Englewood,CO,107947,6995,Mineral Gray Metallic,Dark Slate Gray Interior,21.0,26.0,2.4L Inline-4 Gas,Automatic,4WD,Gas,"['Front Heated Seats', 'Cruise Control', 'Remote Engine Start', 'Bluetooth']",False,0,Personal or Rental Use,Clean,3
7961,2017,Ford,Fusion,SE FWD,Doral,FL,61124,9797,Ruby Red Metallic Tinted Clearcoat,Black,21.0,32.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,1,Fleet or Mixed Use,Clean,2
7962,2013,Ford,Focus,SE Sedan,Davis,CA,82720,5999,Tuxedo Black Metallic,Charcoal Black,26.0,36.0,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth']",False,0,Fleet or Mixed Use,Clean,2
7963,2014,BMW,X3,xDrive28i AWD,Fresno,CA,70908,14219,Jet Black,Black,21.0,28.0,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,[],False,0,Personal or Rental Use,Clean,2
7964,2017,Chevrolet,Malibu,LT with 1LT,Ames,IA,49366,14226,Cajun Red Tintcoat,Jet Black,27.0,36.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Front Heated Seats', 'Cruise Control', 'Lane Keep Assist', 'Bluetooth', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
7965,2017,Hyundai,Santa,Base 2.4L AWD,Matthews,NC,33874,17526,Twilight Black,Beige,20.0,26.0,2.4L Inline-4 Gas,Automatic,AWD,Gas,"['Power Trunk/Liftgate', 'Remote Engine Start', 'Blind Spot System', 'Bluetooth', 'Front Heated Seats', 'Cruise Control', 'Backup Camera']",True,0,Personal or Rental Use,Clean,1
7966,2005,Jeep,Grand,Laredo 4WD,Peyton,CO,129533,4900,Deep Beryl Green Pearl,Medium Slate Gray,17.0,21.0,4.7L V-8 Gas,Automatic,4WD,Gas,['Cruise Control'],False,0,Personal or Rental Use,Clean,3
7967,2019,Toyota,Corolla,LE CVT,Amherst,VA,41614,13968,Falcon Gray Metallic,Black,28.0,36.0,1.8L Inline-4 Gas,Automatic,FWD,Gas,[],False,0,Personal or Rental Use,Clean,1
7968,2019,Ram,1500,"Tradesman Crew Cab 5'7"" Box 4WD",Union City,GA,1015,29995,Bright White Clearcoat,Black,19.0,24.0,5.7L V-8 Gas,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
7969,2015,Chevrolet,Volt,Hatch,Mesa,AZ,75625,11499,Summit White,Jet Black Seats/Dark Accents,99.47540983606565,88.36065573770492,1.4L Inline-4 Plug-In,Automatic,FWD,Plug-In,"['Navigation', 'Remote Engine Start', 'Lane Keep Assist', 'Bluetooth', 'Front Heated Seats', 'Cruise Control', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,2
7970,2016,Ford,Fusion,Titanium FWD,Winston Salem,NC,69747,12450,Ruby Red Metallic Tinted Clearcoat,Charcoal Black,22.0,33.0,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Front Heated Seats', 'Cruise Control', 'Bluetooth', 'Remote Engine Start', 'Backup Camera']",False,0,Personal or Rental Use,Clean,2
7971,2008,Lexus,LS,LS 460,Houston,TX,172152,8995,Black Sapphire Pearl,Black,16.0,24.0,4.6L V-8 Gas,Automatic,RWD,Gas,[],False,1,Fleet or Mixed Use,Clean,3
7972,2011,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Olympia,WA,169080,10653,Oxford White,Steel Gray,14.0,19.0,5.0L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
7973,2016,Ford,F-150,XL SuperCab 6.5' Box 4WD,Broomfield,CO,36210,25230,Shadow Black,Dark Earth Gray,17.0,23.0,2.7L V-6 Gas Turbocharged,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
7974,2012,Hyundai,Veloster,Base with Black Interior Automatic,Sacramento,CA,85199,5998,Electrolyte Green Metallic,Black,27.0,35.0,1.6L Inline-4 Gas,Manual,FWD,Gas,"['Cruise Control', 'Bluetooth']",False,1,Personal or Rental Use,Clean,2
7975,2017,Ford,Fusion,SE FWD,Hanover,PA,31527,15947,Oxford White,Ebony,21.0,32.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Moonroof', 'Cruise Control', 'Bluetooth', 'Front Heated Seats', 'Backup Camera']",True,0,Personal or Rental Use,Clean,1
7981,2010,Honda,CR-V,EX-L FWD,Las Vegas,NV,161392,5995,Gray,Unknown,21.0,28.0,2.4L Inline-4 Gas,Automatic,FWD,Gas,[],False,0,Personal or Rental Use,Clean,5
7982,2011,Nissan,Pathfinder,LE V6 RWD,Charleston,SC,112690,9400,Avalanche,Cafe Latte,15.0,22.0,4.0L V-6 Gas,Automatic,RWD,Gas,"['Moonroof', 'Cruise Control', 'Bluetooth', 'Front Heated Seats', 'Backup Camera']",False,0,Personal or Rental Use,Clean,2
7983,2015,Dodge,Dart,SXT,Rogers,MN,87249,6999,True Blue Pearlcoat,Black,22.0,35.0,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth']",False,0,Fleet or Mixed Use,Clean,2
7984,2019,Dodge,Grand,SXT,Tampa,FL,35912,16000,White Knuckle Clearcoat,Black/Light Graystone,17.0,25.0,3.6L V-6 Gas,Automatic,FWD,Gas,"['Power Trunk/Liftgate', 'Remote Engine Start', 'Backup Camera', 'Front Heated Seats', 'Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
7985,2017,Ford,Fusion,SE FWD,New Castle,DE,79070,12395,Ingot Silver,Gray,21.0,32.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,2
7986,2018,Hyundai,Elantra,SEL 2.0L Sedan Automatic,Ocala,FL,43226,11994,Symphony Silver,Gray,28.0,37.0,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Backup Camera', 'Blind Spot System', 'Bluetooth']",False,0,Personal or Rental Use,Clean,2
7987,2017,Toyota,Tacoma,SR5 Double Cab 5' Bed V6 RWD Automatic,Phoenix,AZ,57475,19999,Black,Black,19.0,24.0,3.5L V-6 Gas,Automatic,RWD,Gas,[],False,0,Personal or Rental Use,Theft Recovered,1
7988,2009,Honda,Accord,EX-L Sedan I4 Automatic,Lakewood,CO,149137,6300,Black,Black,21.0,30.0,2.4L Inline-4 Gas,Automatic,FWD,Gas,[],False,0,Personal or Rental Use,Clean,2
7989,2016,Subaru,Forester,2.5i Premium CVT (PZEV),Portland,OR,93297,10991,Quartz Blue Pearl,Gray,24.0,32.0,2.5L Flat-4 Gas,Automatic,AWD,Gas,"['Moonroof', 'Cruise Control', 'Backup Camera', 'Front Heated Seats', 'Lane Keep Assist', 'Bluetooth']",False,0,Personal or Rental Use,Clean,2
7990,2015,Jeep,Wrangler,Unlimited Sport,East Rochester,NY,62827,20500,Black Clearcoat,Black,16.0,21.0,3.6L V-6 Gas,Manual,4WD,Gas,"['Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
7991,2013,Ford,Edge,SEL FWD,Arlington,TX,84789,9588,Unknown,Unknown,19.0,27.0,3.5L V-6 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth']",False,1,Personal or Rental Use,Clean,2
7992,2019,Chevrolet,Impala,LT with 1LT,Roswell,GA,38357,16277,Black,Jet Black,22.0,30.0,3.6L V-6 Gas,Automatic,FWD,Gas,"['Remote Engine Start', 'Backup Camera', 'Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
7993,2016,Nissan,Sentra,S CVT,San Diego,CA,66304,8900,Fresh Powder,Tan,29.0,38.0,1.8L Inline-4 Gas,Automatic,FWD,Gas,[],False,0,Fleet or Mixed Use,Clean,3
7994,2015,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,North Riverside,IL,60440,23335,Oxford White,Medium Earth Gray,17.0,23.0,2.7L V-6 Gas Turbocharged,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,2
7995,2016,Jeep,Cherokee,Latitude FWD,Fort Worth,TX,46268,14000,Brilliant Black Crystal Pearlcoat,Black,22.0,31.0,3.2L V-6 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Backup Camera', 'Blind Spot System', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
7996,2008,Toyota,FJ,4WD Automatic,Winston-Salem,NC,175998,11949,Black Diamond,Dark Charcoal,16.0,20.0,4.0L V-6 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,3
7997,2014,Ford,Mustang,V6 Premium Convertible,Canton,NC,104232,12972,Ingot Silver Metallic,Charcoal Black,19.0,29.0,3.7L V-6 Gas,Automatic,RWD,Gas,"['Cruise Control', 'Bluetooth']",False,0,Fleet or Mixed Use,Clean,2
7998,2011,Chevrolet,Silverado,WT Extended Cab Standard Box 2WD,Crete,NE,164587,8071,Summit White,Dark Titanium,15.0,21.0,4.8L V-8 Gas,Automatic,RWD,Gas,['Cruise Control'],False,0,Personal or Rental Use,Clean,2
7999,2018,Ford,Focus,SE Sedan,"Fort Lauderdale,",FL,47,9990,Oxford White,Charcoal Black,30.0,40.0,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,1,Personal or Rental Use,Clean,1
8000,2015,Volkswagen,Passat,1.8T S Auto (PZEV),Stafford,VA,83690,6000,Dark Blue,Gray,24.0,36.0,1.8L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,[],False,1,Fleet or Mixed Use,Frame Damaged,2
8001,2016,Dodge,Journey,SXT FWD,Palmdale,CA,105700,8980,Granite Crystal Metallic Clearcoat,Black,19.0,26.0,3.6L V-6 Gas,Automatic,FWD,Gas,['Cruise Control'],False,0,Personal or Rental Use,Clean,2
8002,2017,Nissan,Altima,2.5 S,Hanover,PA,74794,10990,Pearl White,Charcoal,27.0,39.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Remote Engine Start', 'Backup Camera', 'Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
8003,2018,Honda,Pilot,EX FWD,Sunnyvale,CA,121729,18992,White Diamond Pearl,Black,19.0,27.0,3.5L V-6 Gas,Automatic,FWD,Gas,"['Remote Engine Start', 'Backup Camera', 'Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
8004,2017,Ford,Escape,Titanium FWD,Kennesaw,GA,28226,17995,Magnetic Metallic,Charcoal Black,23.0,30.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Power Trunk/Liftgate', 'Remote Engine Start', 'Blind Spot System', 'Bluetooth', 'Front Heated Seats', 'Cruise Control', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
8005,2019,Chevrolet,Malibu,LT with 1LT,West Caldwell,NJ,3365,18595,Mosaic Black Metallic,Jet Black,29.0,36.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Front Heated Seats', 'Cruise Control', 'Lane Keep Assist', 'Bluetooth', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
8006,2010,Hyundai,Accent,GLS Sedan Automatic,Loveland,CO,174415,2876,Platinum Silver,Gray,27.0,36.0,1.6L Inline-4 Gas,Automatic,FWD,Gas,[],False,1,Personal or Rental Use,Clean,2
8007,2008,Lexus,RX,RX 350 FWD,Union City,GA,141969,7000,Millennium Silver Metallic,Black,18.0,23.0,3.5L V-6 Gas,Automatic,FWD,Gas,[],False,0,Fleet or Mixed Use,Clean,4
8008,2017,Ford,Escape,Titanium 4WD,Laurel,MD,37352,17888,White Platinum Metallic Tri-Coat,Medium Light Stone,22.0,28.0,1.5L Inline-4 Gas Turbocharged,Automatic,4WD,Gas,"['Power Trunk/Liftgate', 'Remote Engine Start', 'Blind Spot System', 'Bluetooth', 'Front Heated Seats', 'Cruise Control', 'Backup Camera']",False,1,Fleet or Mixed Use,Clean,1
8009,2014,Volkswagen,Passat,TDI SEL Premium Sedan DSG,Lexington,NC,40976,12987,Black,Titan Black,30.0,40.0,2.0L Inline-4 Diesel Turbocharged,Automatic,FWD,Diesel,"['Moonroof', 'Front Heated Seats', 'Cruise Control', 'Bluetooth', 'Navigation', 'Remote Engine Start', 'Backup Camera']",False,1,Personal or Rental Use,Clean,1
8010,2018,Chevrolet,Equinox,LT with 1LT FWD,Victorville,CA,26796,17096,Summit White,Medium Ash Gray,26.0,32.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",True,0,Fleet or Mixed Use,Clean,1
8011,2017,Honda,Accord,Hybrid EX-L Sedan,Edmonds,WA,109444,16500,Modern Steel Metallic,Ivory,49.0,47.0,2.0L Inline-4 Hybrid,Automatic,FWD,Hybrid,"['Moonroof', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera', 'Front Heated Seats', 'Cruise Control', 'Lane Keep Assist', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
8012,2010,Nissan,Titan,SE Crew Cab 4WD SWB,Parker,CO,186822,9900,Black,Gray,12.0,17.0,5.6L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
8013,2017,Honda,Civic,EX Sedan CVT,Panama City,FL,30075,14988,Burgundy Night Pearl,Ivory,31.0,40.0,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Moonroof', 'Cruise Control', 'Bluetooth', 'Remote Engine Start', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
8014,2010,Ford,F-150,STX SuperCab 6.5' Box 4WD,Malden,MA,120875,9495,Gray,Gray,14.0,18.0,4.6L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
8015,2004,INFINITI,FX,FX45 AWD,Kennesaw,GA,117459,7000,Ivory Pearl,Willow,15.0,19.0,4.5L V-8 Gas,Automatic,AWD,Gas,"['Front Heated Seats', 'Cruise Control']",False,0,Personal or Rental Use,Clean,1
8016,2011,BMW,5,550i xDrive Sedan AWD,Elyria,OH,88543,8999,Deep Sea Blue Metallic,Black,16.0,24.0,4.4L V-8 Gas Turbocharged,Automatic,AWD,Gas,[],False,0,Personal or Rental Use,Clean,4
8017,2018,Nissan,Altima,2.5 SV,Henderson,NV,44077,14575,Glacier White,Charcoal,27.0,38.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Remote Engine Start', 'Blind Spot System', 'Bluetooth', 'Cruise Control', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
8018,2019,Dodge,Grand,SXT,Ramsey,NJ,33627,15995,Billet Clearcoat,Black/Light Graystone,17.0,25.0,3.6L V-6 Gas,Automatic,FWD,Gas,"['Power Trunk/Liftgate', 'Remote Engine Start', 'Backup Camera', 'Front Heated Seats', 'Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
8019,2009,Toyota,Corolla,LE Automatic,Richmond,TX,183368,3999,Super White,Dark Charcoal,27.0,35.0,1.8L Inline-4 Gas,Automatic,FWD,Gas,[],False,1,Fleet or Mixed Use,Clean,3
8020,2017,Mercedes-Benz,GLE,GLE 350 SUV RWD,Mooresville,NC,14080,29950,Polar White,Ginger Beige/Black,18.0,23.0,3.5L V-6 Gas,Automatic,RWD,Gas,[],False,1,Personal or Rental Use,Clean,2
8021,2015,Kia,Soul,Base Automatic,Emmaus,PA,140992,4888,Bright Silver,Gray 2-Tone,24.0,30.0,1.6L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
8022,2015,Audi,RS,Prestige,Parsippany,NJ,84439,35995,Prism Silver Crystal Effect,Black,16.0,27.0,4.0L V-8 Gas Turbocharged,Automatic,AWD,Gas,"['Moonroof', 'Navigation', 'Cruise Control', 'Backup Camera', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Blind Spot System', 'Bluetooth']",False,1,Fleet or Mixed Use,Clean,3
8023,2017,Ford,Escape,S FWD,Philadelphia,PA,46820,12500,Shadow Black,Charcoal Black,21.0,29.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,1,Personal or Rental Use,Clean,1
